disease_id,disease_name,disease_name_upper
4698,intestine carcinoma in situ,INTESTINE CARCINOMA IN SITU
21242,sublingual gland neoplasm,SUBLINGUAL GLAND NEOPLASM
44743,major salivary gland cancer,MAJOR SALIVARY GLAND CANCER
21357,tumor of salivary gland,TUMOR OF SALIVARY GLAND
43243,leukoplakia,LEUKOPLAKIA
602,autoimmune disease of blood,AUTOIMMUNE DISEASE OF BLOOD
37744,neoplasm of retromolar area,NEOPLASM OF RETROMOLAR AREA
16037,superficial Fibromatosis,SUPERFICIAL FIBROMATOSIS
20213,stromal corneal dystrophy,STROMAL CORNEAL DYSTROPHY
1661,background diabetic retinopathy,BACKGROUND DIABETIC RETINOPATHY
18407_20091,male infertility due to obstructive azoospermia,MALE INFERTILITY DUE TO OBSTRUCTIVE AZOOSPERMIA
21243,parotid gland neoplasm,PAROTID GLAND NEOPLASM
6111,bladder flat intraepithelial lesion,BLADDER FLAT INTRAEPITHELIAL LESION
3930,non-invasive bladder urothelial carcinoma,NON-INVASIVE BLADDER UROTHELIAL CARCINOMA
4725,rectum carcinoma in situ,RECTUM CARCINOMA IN SITU
18531,carcinoma of liver and intrahepatic biliary tract,CARCINOMA OF LIVER AND INTRAHEPATIC BILIARY TRACT
2514,hepatobiliary neoplasm,HEPATOBILIARY NEOPLASM
21244,submandibular gland neoplasm,SUBMANDIBULAR GLAND NEOPLASM
6284,major salivary gland carcinoma,MAJOR SALIVARY GLAND CARCINOMA
15798,inflammatory myofibroblastic tumor,INFLAMMATORY MYOFIBROBLASTIC TUMOR
2182,communication disorder,COMMUNICATION DISORDER
5206,renal carcinoma,RENAL CARCINOMA
37871,amino acid metabolism disease,AMINO ACID METABOLISM DISEASE
17307,disorder of tyrosine metabolism,DISORDER OF TYROSINE METABOLISM
4737,homocystinuria (disease),HOMOCYSTINURIA (DISEASE)
5362,erectile dysfunction (disease),ERECTILE DYSFUNCTION (DISEASE)
21380,neoplasm of myocardium,NEOPLASM OF MYOCARDIUM
5756,ethmoid sinusitis,ETHMOID SINUSITIS
4773,iridocyclitis (disease),IRIDOCYCLITIS (DISEASE)
2970,ciliary body disease,CILIARY BODY DISEASE
6814,iritis (disease),IRITIS (DISEASE)
4853,gonococcal endophthalmia,GONOCOCCAL ENDOPHTHALMIA
6322,non-neoplastic bile duct disorder,NON-NEOPLASTIC BILE DUCT DISORDER
2776,external ear disease,EXTERNAL EAR DISEASE
15691,hypereosinophilic syndrome,HYPEREOSINOPHILIC SYNDROME
4603,collagenopathy,COLLAGENOPATHY
4959,plasma cell neoplasm,PLASMA CELL NEOPLASM
5235,smoldering plasma cell myeloma,SMOLDERING PLASMA CELL MYELOMA
5002,chronic obstructive pulmonary disease,CHRONIC OBSTRUCTIVE PULMONARY DISEASE
24647,urolithiasis,UROLITHIASIS
24879,metastatic carcinoma,METASTATIC CARCINOMA
2473,cystic kidney disease,CYSTIC KIDNEY DISEASE
5917,placenta disease,PLACENTA DISEASE
2815,acute myocarditis,ACUTE MYOCARDITIS
15455,gonococcal conjunctivitis,GONOCOCCAL CONJUNCTIVITIS
100010,tendinopathy,TENDINOPATHY
4863,purulent endophthalmitis,PURULENT ENDOPHTHALMITIS
4865,blue drum syndrome,BLUE DRUM SYNDROME
4872_4873,hemorrhoid,HEMORRHOID
2155,cholecystitis,CHOLECYSTITIS
24277,neonatal thrombocytopenia,NEONATAL THROMBOCYTOPENIA
4885,choroidal sclerosis,CHOROIDAL SCLEROSIS
11782,angioid streaks,ANGIOID STREAKS
4883,hereditary choroidal atrophy,HEREDITARY CHOROIDAL ATROPHY
2643,vestibular disease,VESTIBULAR DISEASE
37792_45015_224,carbohydrate metabolism disease,CARBOHYDRATE METABOLISM DISEASE
15188,metabolic disease with intestinal involvement,METABOLIC DISEASE WITH INTESTINAL INVOLVEMENT
19278,hair anomaly,HAIR ANOMALY
5728,diaphragm disease,DIAPHRAGM DISEASE
6607,sebaceous gland disease,SEBACEOUS GLAND DISEASE
4920,hydrocele,HYDROCELE
5631,actinomycosis,ACTINOMYCOSIS
43885,eye infectious disease,EYE INFECTIOUS DISEASE
4930_1996,steroid-induced glaucoma,STEROID-INDUCED GLAUCOMA
19820,univentricular cardiopathy,UNIVENTRICULAR CARDIOPATHY
5584,congenital left-sided heart lesions,CONGENITAL LEFT-SIDED HEART LESIONS
21162,carotenemia,CAROTENEMIA
2889,orbital cancer,ORBITAL CANCER
17594,indolent B-cell non-Hodgkin lymphoma,INDOLENT B-CELL NON-HODGKIN LYMPHOMA
20596,mucin-producing carcinoma,MUCIN-PRODUCING CARCINOMA
44710,lip and oral cavity squamous cell carcinoma,LIP AND ORAL CAVITY SQUAMOUS CELL CARCINOMA
5168,neoplasm of immature B and T cells,NEOPLASM OF IMMATURE B AND T CELLS
56806,non-small cell squamous lung carcinoma,NON-SMALL CELL SQUAMOUS LUNG CARCINOMA
5574,tauopathy,TAUOPATHY
430,mature T-cell and NK-cell non-Hodgkin lymphoma,MATURE T-CELL AND NK-CELL NON-HODGKIN LYMPHOMA
17143,genetic infertility,GENETIC INFERTILITY
5494,triple-negative breast carcinoma,TRIPLE-NEGATIVE BREAST CARCINOMA
11118,bilineal acute myeloid leukemia,BILINEAL ACUTE MYELOID LEUKEMIA
2267,obstructive lung disease,OBSTRUCTIVE LUNG DISEASE
2926,clear cell sarcoma,CLEAR CELL SARCOMA
5252,heart failure,HEART FAILURE
21583,melanocytic skin neoplasm,MELANOCYTIC SKIN NEOPLASM
21652,diffuse type adenocarcinoma,DIFFUSE TYPE ADENOCARCINOMA
470,endocardium disease,ENDOCARDIUM DISEASE
16635,thrombotic disorder due to a platelet anomaly,THROMBOTIC DISORDER DUE TO A PLATELET ANOMALY
6107,benign thyroid gland neoplasm,BENIGN THYROID GLAND NEOPLASM
6316,neuroblastic tumor,NEUROBLASTIC TUMOR
44993,sympathetic nervous system disease,SYMPATHETIC NERVOUS SYSTEM DISEASE
16729,mixed neuronal-glial tumor,MIXED NEURONAL-GLIAL TUMOR
15447,differentiated thyroid carcinoma,DIFFERENTIATED THYROID CARCINOMA
45024,cell proliferation disorder,CELL PROLIFERATION DISORDER
6306,mixed lobular and ductal breast carcinoma,MIXED LOBULAR AND DUCTAL BREAST CARCINOMA
552,breast lobular carcinoma,BREAST LOBULAR CARCINOMA
5187,human herpesvirus 8 infection,HUMAN HERPESVIRUS 8 INFECTION
15157,human herpesvirus 8-related tumor,HUMAN HERPESVIRUS 8-RELATED TUMOR
17345,Epstein-Barr virus-associated mesenchymal tumor,EPSTEIN-BARR VIRUS-ASSOCIATED MESENCHYMAL TUMOR
2924,smooth muscle cancer,SMOOTH MUSCLE CANCER
5374,bone marrow neoplasm,BONE MARROW NEOPLASM
2813,lipomatous cancer,LIPOMATOUS CANCER
15757,lymphoid hemopathy,LYMPHOID HEMOPATHY
6856,mesothelial neoplasm,MESOTHELIAL NEOPLASM
21195,disease by cellular process disrupted,DISEASE BY CELLULAR PROCESS DISRUPTED
24297,nutritional or metabolic disease,NUTRITIONAL OR METABOLIC DISEASE
23370,neoplastic disease or syndrome,NEOPLASTIC DISEASE OR SYNDROME
6349,papillary cystic neoplasm,PAPILLARY CYSTIC NEOPLASM
21452,benign neoplasm of cornea,BENIGN NEOPLASM OF CORNEA
6105,benign conjunctival neoplasm,BENIGN CONJUNCTIVAL NEOPLASM
20753,Orthocoronavirinae infectious disease,ORTHOCORONAVIRINAE INFECTIOUS DISEASE
2789,hemangiopericytic tumor,HEMANGIOPERICYTIC TUMOR
30701,autoimmune cardiomyopathy,AUTOIMMUNE CARDIOMYOPATHY
17841,autoimmune disease with skin involvement,AUTOIMMUNE DISEASE WITH SKIN INVOLVEMENT
44983,benign lipomatous neoplasm,BENIGN LIPOMATOUS NEOPLASM
100321,viral disease or post-viral disorder,VIRAL DISEASE OR POST-VIRAL DISORDER
22034,lentivirus infection,LENTIVIRUS INFECTION
21682,viral sexually transmitted disease,VIRAL SEXUALLY TRANSMITTED DISEASE
3308,pleural mesothelioma,PLEURAL MESOTHELIOMA
25303,anaplasmosis,ANAPLASMOSIS
6923,Bacillaceae infectious disease,BACILLACEAE INFECTIOUS DISEASE
16104,infectious disease with peripheral neuropathy,INFECTIOUS DISEASE WITH PERIPHERAL NEUROPATHY
588,autoimmune disease of gastrointestinal tract,AUTOIMMUNE DISEASE OF GASTROINTESTINAL TRACT
568,autoimmune disease of central nervous system,AUTOIMMUNE DISEASE OF CENTRAL NERVOUS SYSTEM
6704,CNS demyelinating autoimmune disease,CNS DEMYELINATING AUTOIMMUNE DISEASE
44347,erythrocyte disease,ERYTHROCYTE DISEASE
40732,Pseudomonas aeruginosa infectious disease,PSEUDOMONAS AERUGINOSA INFECTIOUS DISEASE
5379,neurotic disorder,NEUROTIC DISORDER
569,autoimmune disease of endocrine system,AUTOIMMUNE DISEASE OF ENDOCRINE SYSTEM
611,pre-malignant neoplasm,PRE-MALIGNANT NEOPLASM
21095,parkinsonian disorder,PARKINSONIAN DISORDER
510,synucleinopathy,SYNUCLEINOPATHY
24474,intraepithelial neoplasia,INTRAEPITHELIAL NEOPLASIA
5939,Reoviridae infectious disease,REOVIRIDAE INFECTIOUS DISEASE
21178,injury,INJURY
24885,malignant ovarian serous tumor,MALIGNANT OVARIAN SEROUS TUMOR
16123,muscular tumor,MUSCULAR TUMOR
2847,skeletal muscle cancer,SKELETAL MUSCLE CANCER
15667,unclassified acute myeloid leukemia,UNCLASSIFIED ACUTE MYELOID LEUKEMIA
6617,vesiculobullous skin disease,VESICULOBULLOUS SKIN DISEASE
5254,symptomatic heart failure,SYMPTOMATIC HEART FAILURE
5258,autism spectrum disorder,AUTISM SPECTRUM DISORDER
5299,brain ischemia,BRAIN ISCHEMIA
605,hypersensitivity reaction disease,HYPERSENSITIVITY REACTION DISEASE
19453,refractory cytopenia with multilineage dysplasia,REFRACTORY CYTOPENIA WITH MULTILINEAGE DYSPLASIA
17181,hypnic headache (disease),HYPNIC HEADACHE (DISEASE)
5301,multiple sclerosis,MULTIPLE SCLEROSIS
21245,oral cavity neoplasm,ORAL CAVITY NEOPLASM
1735,paranasal sinus disease,PARANASAL SINUS DISEASE
6693,cerebral arterial disease,CEREBRAL ARTERIAL DISEASE
837,bone resorption disease,BONE RESORPTION DISEASE
37847,vertebral joint disease,VERTEBRAL JOINT DISEASE
21197,disease by cellular component affected,DISEASE BY CELLULAR COMPONENT AFFECTED
37747,spinal injury,SPINAL INJURY
5315,bone fracture,BONE FRACTURE
5479,atrial tachycardia,ATRIAL TACHYCARDIA
23557,infective vaginitis,INFECTIVE VAGINITIS
6706,Bifidobacteriales infectious disease,BIFIDOBACTERIALES INFECTIOUS DISEASE
766,corneal endothelial dystrophy,CORNEAL ENDOTHELIAL DYSTROPHY
21681,sexually transmitted disease,SEXUALLY TRANSMITTED DISEASE
44974,disease of supramolecular complex,DISEASE OF SUPRAMOLECULAR COMPLEX
21208,endocrine alopecia,ENDOCRINE ALOPECIA
20804,basal cell carcinoma,BASAL CELL CARCINOMA
5334,hereditary nephritis,HEREDITARY NEPHRITIS
5786,Hepadnaviridae infectious disease,HEPADNAVIRIDAE INFECTIOUS DISEASE
15933_15932_15619_15934,non-syndromic urogenital tract malformation,NON-SYNDROMIC UROGENITAL TRACT MALFORMATION
37940,inherited auditory system disease,INHERITED AUDITORY SYSTEM DISEASE
5231,hepatitis C virus infection,HEPATITIS C VIRUS INFECTION
6715,coronary stenosis,CORONARY STENOSIS
18087,viral hemorrhagic fever,VIRAL HEMORRHAGIC FEVER
18438,eosinophilic gastrointestinal disease,EOSINOPHILIC GASTROINTESTINAL DISEASE
2134,physiological sexual disorder,PHYSIOLOGICAL SEXUAL DISORDER
2036,penile disease,PENILE DISEASE
5623,autoimmune thyroid disease,AUTOIMMUNE THYROID DISEASE
1104,toxic diffuse goiter,TOXIC DIFFUSE GOITER
21945,hearing disorder,HEARING DISORDER
5344,hepatitis B virus infection,HEPATITIS B VIRUS INFECTION
5530,opiate dependence,OPIATE DEPENDENCE
5047,infertility disorder,INFERTILITY DISORDER
21246,pharynx neoplasm,PHARYNX NEOPLASM
2331,nephrosis,NEPHROSIS
100086,perinatal disease,PERINATAL DISEASE
54868,meconium ileus,MECONIUM ILEUS
19297,lymphedema,LYMPHEDEMA
5424,elephantiasis,ELEPHANTIASIS
5567,substance withdrawal syndrome,SUBSTANCE WITHDRAWAL SYNDROME
6597,photosensitivity disease,PHOTOSENSITIVITY DISEASE
1967,gonadal dysgenesis,GONADAL DYSGENESIS
1336,familial hyperlipidemia,FAMILIAL HYPERLIPIDEMIA
5155,cirrhosis of liver,CIRRHOSIS OF LIVER
5812,influenza,INFLUENZA
16708,embryonal tumor of neuroepithelial tissue,EMBRYONAL TUMOR OF NEUROEPITHELIAL TISSUE
5277,migraine disorder,MIGRAINE DISORDER
5477,ventricular tachycardia,VENTRICULAR TACHYCARDIA
5480,contact dermatitis,CONTACT DERMATITIS
19183,inherited odontologic disease,INHERITED ODONTOLOGIC DISEASE
1697,reading disorder,READING DISORDER
6513,estrogen-receptor negative breast cancer,ESTROGEN-RECEPTOR NEGATIVE BREAST CANCER
616,progesterone-receptor negative breast cancer,PROGESTERONE-RECEPTOR NEGATIVE BREAST CANCER
618,Her2-receptor negative breast cancer,HER2-RECEPTOR NEGATIVE BREAST CANCER
20125,acquired neuromuscular junction disease,ACQUIRED NEUROMUSCULAR JUNCTION DISEASE
24388,Clostridium infectious disease,CLOSTRIDIUM INFECTIOUS DISEASE
18093,arbovirus fever,ARBOVIRUS FEVER
21086,gingival neoplasm,GINGIVAL NEOPLASM
17742,disorder of O-xylosylglycan synthesis,DISORDER OF O-XYLOSYLGLYCAN SYNTHESIS
21310,malignant tumor of neck,MALIGNANT TUMOR OF NECK
24665,indeterminate sex and/or pseudohermaphroditism,INDETERMINATE SEX AND/OR PSEUDOHERMAPHRODITISM
44919,malignant renal pelvis neoplasm,MALIGNANT RENAL PELVIS NEOPLASM
5011_5535,Crohn disease,CROHN DISEASE
5101,ulcerative colitis (disease),ULCERATIVE COLITIS (DISEASE)
24644,myocardial ischemia,MYOCARDIAL ISCHEMIA
24313,staphylococcal infection,STAPHYLOCOCCAL INFECTION
24317,chronic pain syndrome,CHRONIC PAIN SYNDROME
30700,autoimmune glomerulonephritis,AUTOIMMUNE GLOMERULONEPHRITIS
5617,undifferentiated carcinoma,UNDIFFERENTIATED CARCINOMA
2459_7004_25512,hypersensitivity disease,HYPERSENSITIVITY DISEASE
19512,congenital heart malformation,CONGENITAL HEART MALFORMATION
6233,gonadal teratoma,GONADAL TERATOMA
5608,varicella zoster infection,VARICELLA ZOSTER INFECTION
18521,squamous cell carcinoma of pancreas,SQUAMOUS CELL CARCINOMA OF PANCREAS
16180,hematological disease associated with an acquired peripheral neuropathy,HEMATOLOGICAL DISEASE ASSOCIATED WITH AN ACQUIRED PERIPHERAL NEUROPATHY
827,salmonellosis,SALMONELLOSIS
18634,hereditary amyloidosis,HEREDITARY AMYLOIDOSIS
20144,cerebrovascular dementia,CEREBROVASCULAR DEMENTIA
18787,genetic cerebral small vessel disease,GENETIC CEREBRAL SMALL VESSEL DISEASE
20142,metabolic disease with dementia,METABOLIC DISEASE WITH DEMENTIA
24315,parasitic endophthalmitis,PARASITIC ENDOPHTHALMITIS
6921,Actinomycetales infectious disease,ACTINOMYCETALES INFECTIOUS DISEASE
24618,poliovirus infection,POLIOVIRUS INFECTION
5109,HIV infectious disease,HIV INFECTIOUS DISEASE
25371,Parvoviridae infectious disease,PARVOVIRIDAE INFECTIOUS DISEASE
5985,Togaviridae infectious disease,TOGAVIRIDAE INFECTIOUS DISEASE
5973,Strongylida infectious disease,STRONGYLIDA INFECTIOUS DISEASE
5161,human papilloma virus infection,HUMAN PAPILLOMA VIRUS INFECTION
1674,diverticulitis of colon,DIVERTICULITIS OF COLON
3014_4514,rhinitis,RHINITIS
5896,Paramyxoviridae infectious disease,PARAMYXOVIRIDAE INFECTIOUS DISEASE
5704,Ciliophora infectious disease,CILIOPHORA INFECTIOUS DISEASE
6924,Bartonellaceae infectious disease,BARTONELLACEAE INFECTIOUS DISEASE
5644,amebiasis,AMEBIASIS
19362,epidemic louse-borne typhus,EPIDEMIC LOUSE-BORNE TYPHUS
15141,disorder of medulla oblongata,DISORDER OF MEDULLA OBLONGATA
5914,Picornaviridae infectious disease,PICORNAVIRIDAE INFECTIOUS DISEASE
2031,cecal disease,CECAL DISEASE
21697,chlamydia infectious disease,CHLAMYDIA INFECTIOUS DISEASE
15659,infectious disease with epilepsy,INFECTIOUS DISEASE WITH EPILEPSY
15215,non-syndromic diaphragmatic or abdominal wall malformation,NON-SYNDROMIC DIAPHRAGMATIC OR ABDOMINAL WALL MALFORMATION
15879,non-syndromic diaphragmatic or thoracic malformation,NON-SYNDROMIC DIAPHRAGMATIC OR THORACIC MALFORMATION
4656,rubella,RUBELLA
16511,infectious embryofetopathy,INFECTIOUS EMBRYOFETOPATHY
5989_5697,toxoplasmosis,TOXOPLASMOSIS
5876,Nidovirales infectious disease,NIDOVIRALES INFECTIOUS DISEASE
5718,Coronaviridae infectious disease,CORONAVIRIDAE INFECTIOUS DISEASE
5747,enterovirus infectious disease,ENTEROVIRUS INFECTIOUS DISEASE
3781_5607_18597,bronchitis,BRONCHITIS
263,laryngotracheitis,LARYNGOTRACHEITIS
5707,coccidiosis,COCCIDIOSIS
25082,"helminthiasis, animal","HELMINTHIASIS, ANIMAL"
5994,trichostrongyloidiasis,TRICHOSTRONGYLOIDIASIS
16075,filariasis,FILARIASIS
5762,Filoviridae infectious disease,FILOVIRIDAE INFECTIOUS DISEASE
5871,Nematoda infectious disease,NEMATODA INFECTIOUS DISEASE
100030,adolescent/adult-onset epilepsy syndrome,ADOLESCENT/ADULT-ONSET EPILEPSY SYNDROME
415,adolescence-adult electroclinical syndrome,ADOLESCENCE-ADULT ELECTROCLINICAL SYNDROME
1812,parasitic eyelid infestation,PARASITIC EYELID INFESTATION
20082,dendritic cell tumor,DENDRITIC CELL TUMOR
4380_19482,dendritic cell sarcoma,DENDRITIC CELL SARCOMA
23149,infection due to clostridium perfringens,INFECTION DUE TO CLOSTRIDIUM PERFRINGENS
5229,bacterial infectious disease with sepsis,BACTERIAL INFECTIOUS DISEASE WITH SEPSIS
5609,herpes zoster,HERPES ZOSTER
1989,atrophic glossitis,ATROPHIC GLOSSITIS
43953,burkholderia infectious disease,BURKHOLDERIA INFECTIOUS DISEASE
30603,Klebsiella infectious disease,KLEBSIELLA INFECTIOUS DISEASE
5780,hantavirus infectious disease,HANTAVIRUS INFECTIOUS DISEASE
6743,endocrine tuberculosis,ENDOCRINE TUBERCULOSIS
369,abdominal tuberculosis,ABDOMINAL TUBERCULOSIS
24571,AIDS-related disorder,AIDS-RELATED DISORDER
21184,deltaretrovirus infections,DELTARETROVIRUS INFECTIONS
6793,hyperpituitarism,HYPERPITUITARISM
19147,myiasis,MYIASIS
5111_286,Epstein-Barr virus infection,EPSTEIN-BARR VIRUS INFECTION
5889,orthomyxoviridae infectious disease,ORTHOMYXOVIRIDAE INFECTIOUS DISEASE
21040,pancreatic neoplasm,PANCREATIC NEOPLASM
44750,lassa virus infectious disease,LASSA VIRUS INFECTIOUS DISEASE
5651,arenavirus hemorrhagic fever,ARENAVIRUS HEMORRHAGIC FEVER
21839,spirochaetales infections,SPIROCHAETALES INFECTIONS
5777,granuloma inguinale,GRANULOMA INGUINALE
18630,hereditary nonpolyposis colon cancer,HEREDITARY NONPOLYPOSIS COLON CANCER
4917,internal hordeolum,INTERNAL HORDEOLUM
16494,regional variant of Guillain-Barre syndrome,REGIONAL VARIANT OF GUILLAIN-BARRE SYNDROME
589,autoimmune disease of musculoskeletal system,AUTOIMMUNE DISEASE OF MUSCULOSKELETAL SYSTEM
774,autoimmune neuropathy,AUTOIMMUNE NEUROPATHY
16177,systemic inflammatory disease associated with an acquired peripheral neuropathy,SYSTEMIC INFLAMMATORY DISEASE ASSOCIATED WITH AN ACQUIRED PERIPHERAL NEUROPATHY
15928,secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease,SECONDARY INTERSTITIAL LUNG DISEASE IN CHILDHOOD AND ADULTHOOD ASSOCIATED WITH A CONNECTIVE TISSUE DISEASE
17137,onchocerciasis,ONCHOCERCIASIS
5815,pancreatic neuroendocrine neoplasm,PANCREATIC NEUROENDOCRINE NEOPLASM
2884,nail disease,NAIL DISEASE
5899,parotid disease,PAROTID DISEASE
24627,phagocytic cell dysfunction,PHAGOCYTIC CELL DYSFUNCTION
5565,blastoma,BLASTOMA
6279,lung sarcomatoid carcinoma,LUNG SARCOMATOID CARCINOMA
15119,bronchopulmonary tumor,BRONCHOPULMONARY TUMOR
307,parasitic Ichthyosporea infectious disease,PARASITIC ICHTHYOSPOREA INFECTIOUS DISEASE
41850,pneumonia caused by gram negative bacteria,PNEUMONIA CAUSED BY GRAM NEGATIVE BACTERIA
36696,spleen neoplasm,SPLEEN NEOPLASM
20601,mosquito-borne viral encephalitis,MOSQUITO-BORNE VIRAL ENCEPHALITIS
5114,pneumococcal infection,PNEUMOCOCCAL INFECTION
5980,tick infestation,TICK INFESTATION
2154,trichomoniasis,TRICHOMONIASIS
5922,pleural tuberculosis,PLEURAL TUBERCULOSIS
5242,empyema,EMPYEMA
18667,pleural empyema (disease),PLEURAL EMPYEMA (DISEASE)
11786_5324_24332,allergic rhinitis,ALLERGIC RHINITIS
1563,vestibulocochlear nerve disease,VESTIBULOCOCHLEAR NERVE DISEASE
5944,Rhabdoviridae infectious disease,RHABDOVIRIDAE INFECTIOUS DISEASE
24934,fish disease,FISH DISEASE
879,cutaneous candidiasis,CUTANEOUS CANDIDIASIS
7019,vulvovaginitis,VULVOVAGINITIS
5356,coronary vasospasm,CORONARY VASOSPASM
41261,disorder of acid-base balance,DISORDER OF ACID-BASE BALANCE
6230,gastric squamous cell carcinoma,GASTRIC SQUAMOUS CELL CARCINOMA
15220,syndrome with a central nervous system malformation as major feature,SYNDROME WITH A CENTRAL NERVOUS SYSTEM MALFORMATION AS MAJOR FEATURE
15335,orofacial clefting syndrome,OROFACIAL CLEFTING SYNDROME
5696,central nervous system tuberculosis,CENTRAL NERVOUS SYSTEM TUBERCULOSIS
25370,urogenital neoplasm,UROGENITAL NEOPLASM
45058,ACTH-producing pituitary gland neoplasm,ACTH-PRODUCING PITUITARY GLAND NEOPLASM
551,retroperitoneal neuroblastoma,RETROPERITONEAL NEUROBLASTOMA
5043,hyperplasia,HYPERPLASIA
17341,virus associated tumor,VIRUS ASSOCIATED TUMOR
21192,odontogenic neoplasm,ODONTOGENIC NEOPLASM
2167,rectum malignant melanoma,RECTUM MALIGNANT MELANOMA
3196,appendix carcinoma,APPENDIX CARCINOMA
6028,cecum adenocarcinoma,CECUM ADENOCARCINOMA
527,colon adenoma,COLON ADENOMA
21659,combined carcinoid and adenocarcinoma,COMBINED CARCINOID AND ADENOCARCINOMA
6249,hyperplastic polyp,HYPERPLASTIC POLYP
21400,polyp of colon,POLYP OF COLON
6126,cecum neuroendocrine tumor G1,CECUM NEUROENDOCRINE TUMOR G1
6088,appendix adenoma,APPENDIX ADENOMA
525,cecum villous adenoma,CECUM VILLOUS ADENOMA
6155,colon neuroendocrine tumor G1,COLON NEUROENDOCRINE TUMOR G1
2486,lobular neoplasia,LOBULAR NEOPLASIA
21468,benign neoplasm of adrenal medulla,BENIGN NEOPLASM OF ADRENAL MEDULLA
4974,adrenal gland pheochromocytoma,ADRENAL GLAND PHEOCHROMOCYTOMA
21454,benign neoplasm of eye,BENIGN NEOPLASM OF EYE
3061,benign muscle neoplasm,BENIGN MUSCLE NEOPLASM
3661,breast lymphoma,BREAST LYMPHOMA
36688,rhabdomyoma,RHABDOMYOMA
20325,anaplastic large cell lymphoma,ANAPLASTIC LARGE CELL LYMPHOMA
20633,anaplastic cancer,ANAPLASTIC CANCER
44887,central nervous system non-hodgkin lymphoma,CENTRAL NERVOUS SYSTEM NON-HODGKIN LYMPHOMA
16726,neuronal tumor,NEURONAL TUMOR
16286,adenoid cystic carcinoma of the cervix uteri,ADENOID CYSTIC CARCINOMA OF THE CERVIX UTERI
6161,colorectal juvenile polyp,COLORECTAL JUVENILE POLYP
6162,colorectal neuroendocrine tumor G1,COLORECTAL NEUROENDOCRINE TUMOR G1
6165,colorectal squamous cell carcinoma,COLORECTAL SQUAMOUS CELL CARCINOMA
21392,polyp of large intestine,POLYP OF LARGE INTESTINE
6231,gastrointestinal hamartoma,GASTROINTESTINAL HAMARTOMA
6160,colorectal hamartoma,COLORECTAL HAMARTOMA
6258,juvenile polyp,JUVENILE POLYP
5073_44794,melanocytic nevus,MELANOCYTIC NEVUS
15682,primary peritoneal tumor,PRIMARY PERITONEAL TUMOR
21335,carcinoma of duodenum,CARCINOMA OF DUODENUM
2973,epithelioid cell melanoma,EPITHELIOID CELL MELANOMA
6352,paranasal sinus adenoid cystic carcinoma,PARANASAL SINUS ADENOID CYSTIC CARCINOMA
3549,adenosquamous bile duct carcinoma,ADENOSQUAMOUS BILE DUCT CARCINOMA
24478,mesenchymal hamartoma,MESENCHYMAL HAMARTOMA
24483,urothelial hyperplasia,UROTHELIAL HYPERPLASIA
21343,carcinoma of floor of mouth,CARCINOMA OF FLOOR OF MOUTH
44964,oral cavity mucoepidermoid carcinoma,ORAL CAVITY MUCOEPIDERMOID CARCINOMA
21416,polyp of gallbladder,POLYP OF GALLBLADDER
17128,inherited digestive tract tumor,INHERITED DIGESTIVE TRACT TUMOR
6220,gallbladder squamous cell carcinoma,GALLBLADDER SQUAMOUS CELL CARCINOMA
8277,stomach polyp,STOMACH POLYP
42493,gastric non-hodgkin lymphoma,GASTRIC NON-HODGKIN LYMPHOMA
24292,gastrointestinal polyp,GASTROINTESTINAL POLYP
5193,prostate intraepithelial neoplasia,PROSTATE INTRAEPITHELIAL NEOPLASIA
6861,myeloid sarcoma,MYELOID SARCOMA
16784,gestational trophoblastic disease,GESTATIONAL TROPHOBLASTIC DISEASE
540,small intestinal neuroendocrine tumor G1,SMALL INTESTINAL NEUROENDOCRINE TUMOR G1
5031,fibromatosis,FIBROMATOSIS
2404,liver hemangioma,LIVER HEMANGIOMA
4695,liver lymphoma,LIVER LYMPHOMA
6272,low grade fibromyxoid sarcoma,LOW GRADE FIBROMYXOID SARCOMA
3194,hemangioma of lung,HEMANGIOMA OF LUNG
6403,salivary gland carcinoma ex pleomorphic adenoma,SALIVARY GLAND CARCINOMA EX PLEOMORPHIC ADENOMA
21009,salivary gland mucoepidermoid carcinoma,SALIVARY GLAND MUCOEPIDERMOID CARCINOMA
4202,adrenal medulla carcinoma,ADRENAL MEDULLA CARCINOMA
21064,jugulotympanic paraganglioma,JUGULOTYMPANIC PARAGANGLIOMA
45069,minor salivary gland carcinoma,MINOR SALIVARY GLAND CARCINOMA
2722,olfactory nerve neoplasm,OLFACTORY NERVE NEOPLASM
6335,ovarian endometrioid adenocarcinoma,OVARIAN ENDOMETRIOID ADENOCARCINOMA
24387,benign ovarian sex cord-stromal tumor,BENIGN OVARIAN SEX CORD-STROMAL TUMOR
5307,contracture,CONTRACTURE
5893,pancreatic endocrine carcinoma,PANCREATIC ENDOCRINE CARCINOMA
633,sensory organ benign neoplasm,SENSORY ORGAN BENIGN NEOPLASM
21331,carcinoma of parotid gland,CARCINOMA OF PAROTID GLAND
6285,major salivary gland carcinoma ex pleomorphic adenoma,MAJOR SALIVARY GLAND CARCINOMA EX PLEOMORPHIC ADENOMA
44740,salivary gland squamous cell carcinoma,SALIVARY GLAND SQUAMOUS CELL CARCINOMA
15683,primary malignant peritoneal tumor,PRIMARY MALIGNANT PERITONEAL TUMOR
6224,gastric hamartomatous polyp,GASTRIC HAMARTOMATOUS POLYP
