drugbank_id,drug_name,drug_name_upper
DB02282,5'-S-methyl-5'-thioadenosine,5'-S-METHYL-5'-THIOADENOSINE
DB02933,5'-Deoxy-5'-(Methylthio)-Tubercidin,5'-DEOXY-5'-(METHYLTHIO)-TUBERCIDIN
DB05013,Ingenol mebutate,INGENOL MEBUTATE
DB06451,Aprinocarsen,APRINOCARSEN
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,(4R)-4-(3-BUTOXY-4-METHOXYBENZYL)IMIDAZOLIDIN-2-ONE
DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One","6-[3-(4-MORPHOLINYL)PROPYL]-2-(3-NITROPHENYL)-5-THIOXO-5,6,-DIHYDRO-7H-THIENOL[2',3':4,5]PYRROLO[1,2-C]IMIDAZOL-7-ONE"
DB07227,L-778123,L-778123
DB08180,2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE,2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE
DB04531,S-Benzylcysteine,S-BENZYLCYSTEINE
DB01597,Cilastatin,CILASTATIN
DB03639,1-Guanidinium-7-Aminoheptane,1-GUANIDINIUM-7-AMINOHEPTANE
DB05934,CTCE-0214,CTCE-0214
DB03542,L-Myo-Inositol-1-Phosphate,L-MYO-INOSITOL-1-PHOSPHATE
DB02813,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone","2-ACETAMIDO-2-DEOXY-D-GLUCONO-1,5-LACTONE"
DB03747,N-Acetyl-glucosamine thiazoline,N-ACETYL-GLUCOSAMINE THIAZOLINE
DB03861,"(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine","(2R,3R,4S,5R)-2-ACETAMIDO-3,4-DIHYDROXY-5-HYDROXYMETHYL-PIPERIDINE"
DB05183,MLN0415,MLN0415
DB00063,Eptifibatide,EPTIFIBATIDE
DB05787,LM-609,LM-609
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide","1-[3,3-DIMETHYL-2-(2-METHYLAMINO-PROPIONYLAMINO)-BUTYRYL]-PYRROLIDINE-2-CARBOXYLIC ACID(1,2,3,4-TETRAHYDRO-NAPHTHALEN-1-YL)-AMIDE"
DB04612,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE","N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE"
DB06184,AEG35156,AEG35156
DB15271,Crizanlizumab,CRIZANLIZUMAB
DB04327,Phosphatidylethanolamine,PHOSPHATIDYLETHANOLAMINE
DB11328,Tetradecyl hydrogen sulfate (ester),TETRADECYL HYDROGEN SULFATE (ESTER)
DB03124,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,5-[4-(1-CARBOXYMETHYL-2-OXO-PROPYLCARBAMOYL)-BENZYLSULFAMOYL]-2-HYDROXY-BENZOIC ACID
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID
DB07696,methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,METHYL (3S)-3-[(TERT-BUTOXYCARBONYL)AMINO]-4-OXOPENTANOATE
DB08213,"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE","1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE"
DB08229,[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid,[N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID
DB08251,4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID,4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID
DB08497,"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate","(1S)-2-OXO-1-PHENYL-2-[(1,3,4-TRIOXO-1,2,3,4-TETRAHYDROISOQUINOLIN-5-YL)AMINO]ETHYL ACETATE"
DB08498,"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate","(1S)-1-(3-CHLOROPHENYL)-2-OXO-2-[(1,3,4-TRIOXO-1,2,3,4-TETRAHYDROISOQUINOLIN-5-YL)AMINO]ETHYL ACETATE"
DB08499,"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide","N-[3-(2-FLUOROETHOXY)PHENYL]-N'-(1,3,4-TRIOXO-1,2,3,4-TETRAHYDROISOQUINOLIN-6-YL)BUTANEDIAMIDE"
DB00045,Lyme disease vaccine (recombinant OspA),LYME DISEASE VACCINE (RECOMBINANT OSPA)
DB11601,Tuberculin purified protein derivative,TUBERCULIN PURIFIED PROTEIN DERIVATIVE
DB02103,2-Chlorodideoxyadenosine,2-CHLORODIDEOXYADENOSINE
DB02935,Diglyme,DIGLYME
DB03719,N-Ethyl-5'-Carboxamido Adenosine,N-ETHYL-5'-CARBOXAMIDO ADENOSINE
DB08464,"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE","METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE"
DB08465,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE","2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE"
DB01897,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,2-(2F-BENZOTHIAZOLYL)-5-STYRYL-3-(4F-PHTHALHYDRAZIDYL)TETRAZOLIUM CHLORIDE
DB07613,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,3-PHENYL-5-(1H-PYRAZOL-3-YL)ISOXAZOLE
DB07614,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE","PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE"
DB07616,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid","4-{[4-(4-FLUORO-3-METHYLPHENYL)-1,3-THIAZOL-2-YL]AMINO}-2-HYDROXYBENZOIC ACID"
DB07917,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE
DB08313,Nocodazole,NOCODAZOLE
DB08695,3-(4-nitrophenyl)-1H-pyrazole,3-(4-NITROPHENYL)-1H-PYRAZOLE
DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID
DB05463,ISS-1018,ISS-1018
DB05530,CPG 10101,CPG 10101
DB04009,Dimethyl Propionate Ester Heme,DIMETHYL PROPIONATE ESTER HEME
DB01966,Di-Stearoyl-3-Sn-Phosphatidylethanolamine,DI-STEAROYL-3-SN-PHOSPHATIDYLETHANOLAMINE
DB05343,Arundic acid,ARUNDIC ACID
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,(Z)-2-[2-(4-METHYLPIPERAZIN-1-YL)BENZYL]DIAZENECARBOTHIOAMIDE
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,2-[(5-HEX-1-YN-1-YLFURAN-2-YL)CARBONYL]-N-METHYLHYDRAZINECARBOTHIOAMIDE
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,1-HYDROXYAMINE-2-ISOBUTYLMALONIC ACID
DB02953,2-Thiomethyl-3-Phenylpropanoic Acid,2-THIOMETHYL-3-PHENYLPROPANOIC ACID
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid","2-(BIPHENYL-4-SULFONYL)-1,2,3,4-TETRAHYDRO-ISOQUINOLINE-3-CARBOXYLIC ACID"
DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione","5-[4-(2-HYDROXYETHYL)-1-PIPERIDINYL]-5-PHENYL-2,4,6(1H,3H,5H)-PYRIMIDINETRIONE"
DB03636,Glycinamide,GLYCINAMIDE
DB03880,Batimastat,BATIMASTAT
DB06971,"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA","N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA"
DB07397,"(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide","(5S)-5-(2-AMINO-2-OXOETHYL)-4-OXO-N-[(3-OXO-3,4-DIHYDRO-2H-1,4-BENZOXAZIN-6-YL)METHYL]-3,4,5,6,7,8-HEXAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDINE-2-CARBOXAMIDE"
DB07713,"(1S)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid","(1S)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID"
DB07772,"(1R)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid","(1R)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID"
DB07900,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE
DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE","BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE"
DB08476,3-AMINO-AZACYCLOTRIDECAN-2-ONE,3-AMINO-AZACYCLOTRIDECAN-2-ONE
DB01927,Duroquinone,DUROQUINONE
DB02395,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol","3-HYDROXYMETHYL-5-AZIRIDINYL-1METHYL-2-[1H-INDOLE-4,7-DIONE]-PROPANOL"
DB02400,ES-936,ES-936
DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione","5-METHOXY-1,2-DIMETHYL-3-(PHENOXYMETHYL)INDOLE-4,7-DIONE"
DB04090,RH-1,RH-1
DB04392,"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]","BISHYDROXY[2H-1-BENZOPYRAN-2-ONE,1,2-BENZOPYRONE]"
DB07385,"3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE","3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE"
DB04701,S-Methyl glutathione,S-METHYL GLUTATHIONE
DB01003,Cromoglicic acid,CROMOGLICIC ACID
DB00659,Acamprosate,ACAMPROSATE
DB05070,ADX10059,ADX10059
DB12733,Dipraglurant,DIPRAGLURANT
DB01933,7-Hydroxystaurosporine,7-HYDROXYSTAUROSPORINE
DB01946,Bisindolylmaleimide VIII,BISINDOLYLMALEIMIDE VIII
DB03777,Bisindolylmaleimide I,BISINDOLYLMALEIMIDE I
DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine","10,11-DIMETHOXY-4-METHYLDIBENZO[C,F]-2,7-NAPHTHYRIDINE-3,6-DIAMINE"
DB07033,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE
DB07132,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA
DB07300,"2-(1H-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine","2-(1H-IMIDAZOL-1-YL)-9-METHOXY-8-(2-METHOXYETHOXY)BENZO[C][2,7]NAPHTHYRIDIN-4-AMINE"
DB07456,"3-(1H-indol-3-yl)-4-(1-{2-[(2S)-1-methylpyrrolidinyl]ethyl}-1H-indol-3-yl)-1H-pyrrole-2,5-dione","3-(1H-INDOL-3-YL)-4-(1-{2-[(2S)-1-METHYLPYRROLIDINYL]ETHYL}-1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE"
DB07457,"3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE","3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE"
DB02587,Colforsin,COLFORSIN
DB04941,Crofelemer,CROFELEMER
DB06360,Lucatumumab,LUCATUMUMAB
DB12589,Dacetuzumab,DACETUZUMAB
DB02735,2-Amino-3-Oxo-4-Sulfo-Butyric Acid,2-AMINO-3-OXO-4-SULFO-BUTYRIC ACID
DB00551,Acetohydroxamic acid,ACETOHYDROXAMIC ACID
DB02118,CP-271485,CP-271485
DB03367,PF-00356231,PF-00356231
DB04405,"2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid","2-[2-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)ETHYL]-4-(4'-ETHOXY-1,1'-BIPHENYL-4-YL)-4-OXOBUTANOIC ACID"
DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE","(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE"
DB07446,N-(biphenyl-4-ylsulfonyl)-D-leucine,N-(BIPHENYL-4-YLSULFONYL)-D-LEUCINE
DB07683,"N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine","N-(DIBENZO[B,D]THIOPHEN-3-YLSULFONYL)-L-VALINE"
DB07920,N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,N-OXO-2-[(4-PHENYLPHENYL)SULFONYLAMINO]ETHANAMIDE
DB07921,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,2-[(4-FLUOROPHENYL)SULFONYLAMINO]-N-OXO-ETHANAMIDE
DB07922,N-oxo-2-(phenylsulfonylamino)ethanamide,N-OXO-2-(PHENYLSULFONYLAMINO)ETHANAMIDE
DB08599,N-[(4-methoxyphenyl)sulfonyl]-D-alanine,N-[(4-METHOXYPHENYL)SULFONYL]-D-ALANINE
DB02076,6-phospho-D-gluconic acid,6-PHOSPHO-D-GLUCONIC ACID
DB02093,5-phospho-D-arabinohydroxamic acid,5-PHOSPHO-D-ARABINOHYDROXAMIC ACID
DB02548,D-glucitol 6-phosphate,D-GLUCITOL 6-PHOSPHATE
DB03042,5-Phosphoarabinonic Acid,5-PHOSPHOARABINONIC ACID
DB03581,Glucose-6-Phosphate,GLUCOSE-6-PHOSPHATE
DB03937,D-erythrose 4-phosphate,D-ERYTHROSE 4-PHOSPHATE
DB01646,N-Acetylmethionine,N-ACETYLMETHIONINE
DB01728,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine","1,2-DIHEXADECANOYL-SN-GLYCERO-3-PHOSPHOETHANOLAMINE"
DB03152,B-2-Octylglucoside,B-2-OCTYLGLUCOSIDE
DB03381,Hexadecanal,HEXADECANAL
DB04079,"Heptane-1,2,3-Triol","HEPTANE-1,2,3-TRIOL"
DB04450,Heptyl 1-Thiohexopyranoside,HEPTYL 1-THIOHEXOPYRANOSIDE
DB03413,Deoxyuridine-5'-Diphosphate,DEOXYURIDINE-5'-DIPHOSPHATE
DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE","1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE"
DB06602,Reslizumab,RESLIZUMAB
DB06612,Mepolizumab,MEPOLIZUMAB
DB01765,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid","(5-HYDROXYINDOLO[1,2-A]QUINAZOLIN-7-YL)ACETIC ACID"
DB02170,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One","1,8-DI-HYDROXY-4-NITRO-XANTHEN-9-ONE"
DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone","1,8-DI-HYDROXY-4-NITRO-ANTHRAQUINONE"
DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone","5,8-DI-AMINO-1,4-DIHYDROXY-ANTHRAQUINONE"
DB04462,Tetrabromo-2-Benzotriazole,TETRABROMO-2-BENZOTRIAZOLE
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE","DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE"
DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE","S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE"
DB04721,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE","N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE"
DB07715,Emodin,EMODIN
DB07802,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE","3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE"
DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one","19-(CYCLOPROPYLAMINO)-4,6,7,15-TETRAHYDRO-5H-16,1-(AZENOMETHENO)-10,14-(METHENO)PYRAZOLO[4,3-O][1,3,9]TRIAZACYCLOHEXADECIN-8(9H)-ONE"
DB08340,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE","N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE"
DB08345,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE","4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE"
DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE","2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE"
DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE","2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE"
DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE","2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE"
DB08362,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE","N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE"
DB08473,Dichlororibofuranosylbenzimidazole,DICHLORORIBOFURANOSYLBENZIMIDAZOLE
DB08660,Quinalizarin,QUINALIZARIN
DB01651,"Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside","METHYL 4,6-O-[(1R)-1-CARBOXYETHYLIDENE]-BETA-D-GALACTOPYRANOSIDE"
DB07579,"Bis-1,2-{[(Z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane","BIS-1,2-{[(Z)-2-CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBAMOYL}-ETHANE"
DB07580,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE","BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE"
DB03593,7-methyl-5'-guanylic acid,7-METHYL-5'-GUANYLIC ACID
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine,7-METHYL-GUANOSINE-5'-TRIPHOSPHATE-5'-GUANOSINE
DB07642,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine","5-{[1-(2-FLUOROBENZYL)PIPERIDIN-4-YL]METHOXY}QUINAZOLINE-2,4-DIAMINE"
DB07643,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine","5-{[1-(2,3-DICHLOROBENZYL)PIPERIDIN-4-YL]METHOXY}QUINAZOLINE-2,4-DIAMINE"
DB07644,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine","5-[(1S)-1-(3-CHLOROPHENYL)ETHOXY]QUINAZOLINE-2,4-DIAMINE"
DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate","2',3'-DIDEOXYTHYMIDINE-5'-MONOPHOSPHATE"
DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,3'-FLUORO-3'-DEOXYTHYMIDINE 5'-MONOPHOSPHATE
DB03233,3'-deoxy-3'-aminothymidine monophosphate,3'-DEOXY-3'-AMINOTHYMIDINE MONOPHOSPHATE
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,P1-(5'-ADENOSYL)P5-(5'-THYMIDYL)PENTAPHOSPHATE
DB03666,Zidovudine monophosphate,ZIDOVUDINE MONOPHOSPHATE
DB03845,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,P1-(5'-ADENOSYL)P5-(5'-(3'AZIDO-3'-DEOXYTHYMIDYL))PENTAPHOSPHATE
DB01640,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one","6-(4-{[2-(3-IODOBENZYL)-3-OXOCYCLOHEX-1-EN-1-YL]AMINO}PHENYL)-5-METHYL-4,5-DIHYDROPYRIDAZIN-3(2H)-ONE"
DB01970,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide","HG9A-9, NONANOYL-N-HYDROXYETHYLGLUCAMIDE"
DB01700,AICA ribonucleotide,AICA RIBONUCLEOTIDE
DB03442,Acid yellow 54 free acid,ACID YELLOW 54 FREE ACID
DB04057,"N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid","N-[4-([(2-AMINO-4-OXO-1,4-DIHYDROPYRIDO[3,2-D]PYRIMIDIN-6-YL)METHYL]{(2E)-3-[4-CARBAMOYL-1-(5-O-PHOSPHONO-BETA-D-RIBOFURANOSYL)-1H-IMIDAZOL-5-YL]-2-PROPENOYL}AMINO)BENZOYL]-L-GLUTAMIC ACID"
DB03227,Nicotinamide Mononucleotide,NICOTINAMIDE MONONUCLEOTIDE
DB03732,Etheno-Nadp,ETHENO-NADP
DB01694,D-tartaric acid,D-TARTARIC ACID
DB01727,Isocitric Acid,ISOCITRIC ACID
DB01692,Dithioerythritol,DITHIOERYTHRITOL
DB02452,Thymidine 5'-triphosphate,THYMIDINE 5'-TRIPHOSPHATE
DB01717,Bis(Adenosine)-5'-Pentaphosphate,BIS(ADENOSINE)-5'-PENTAPHOSPHATE
DB03309,N-cyclohexyltaurine,N-CYCLOHEXYLTAURINE
DB01864,5'-Guanosine-Diphosphate-Monothiophosphate,5'-GUANOSINE-DIPHOSPHATE-MONOTHIOPHOSPHATE
DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE","2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE"
DB01754,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One","3,4-DIHYDROXY-1-METHYLQUINOLIN-2(1H)-ONE"
DB02656,LY-294002,LY-294002
DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,(3E)-3-[(4-HYDROXYPHENYL)IMINO]-1H-INDOL-2(3H)-ONE
DB04715,IMIDAZOPYRIDAZIN 1,IMIDAZOPYRIDAZIN 1
